                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.1483,                 1.0836,                 1.8381,                0.88514,                   0.35,                0.38888,                0.18182,                 2.2496,                 2.1261,                 2.9097,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.1987,                 1.1772,                  1.891,                0.49048,                0.61889,                0.56831,                0.24101,                  2.024,                 1.7308,                 2.9758,              0.0013864,              0.0013864,              0.0013864
                     20,                  1.293,                 1.2799,                 1.9488,                0.48906,                0.50357,                0.44121,                0.16816,                 2.3577,                 1.8834,                 3.1626,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.2059,                 1.1275,                 1.9352,                0.56614,                0.77485,                0.66932,                0.27797,                 1.7833,                  1.462,                 2.7166,              0.0013534,              0.0013534,              0.0013534
                     22,                  1.191,                 1.1107,                 1.8945,                0.44682,                 0.4224,                0.44213,                0.21728,                 2.0816,                 1.9969,                 2.7989,              0.0013369,              0.0013369,              0.0013369
                     23,                 1.1917,                 1.1554,                 1.8519,                0.42825,                0.62857,                0.50795,                0.27272,                 1.8844,                 1.6427,                 2.5835,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.1809,                 1.1728,                 1.8409,                 0.4095,                 0.5885,                0.51184,                0.26064,                 1.5906,                 1.6869,                  2.582,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.0353,                0.99495,                 1.7064,                0.38268,                0.66081,                0.53895,                0.28513,                 1.7239,                 1.6411,                 2.6533,              0.0012874,              0.0012874,              0.0012874
                     26,                 1.1008,                 1.0751,                 1.7615,                0.50351,                0.59286,                0.60536,                0.30656,                 1.7137,                 1.6525,                  2.657,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.0631,                 1.0455,                 1.7474,                0.71317,                0.63929,                0.70587,                0.33839,                 1.7874,                 1.5651,                 2.5978,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.1473,                 1.1938,                 1.8394,                0.43663,                0.80893,                0.59898,                0.29267,                  1.672,                 1.6582,                 2.5086,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.0535,                 1.0554,                 1.7414,                0.42496,                0.62857,                0.53875,                0.28911,                 1.8309,                 1.4571,                 2.5537,              0.0012214,              0.0012214,              0.0012214
                     30,                0.99595,                 1.0216,                 1.7054,                0.90966,                 0.3875,                 0.4884,                0.25253,                 1.7544,                 1.8186,                 2.5025,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.0108,                 0.9797,                 1.7506,                0.57314,                0.69156,                0.72044,                0.36773,                 1.5681,                 1.4026,                 2.3661,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.0536,                 0.9819,                 1.7464,                0.81992,                0.53393,                0.58572,                0.33784,                 1.5952,                 1.4533,                 2.4243,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.0478,                  0.983,                 1.6847,                0.40325,                0.58789,                0.54862,                 0.3058,                 1.6976,                 1.6914,                 2.5702,              0.0011554,              0.0011554,              0.0011554
                     34,                0.94637,                0.95153,                 1.6511,                0.28951,                0.60536,                0.49778,                0.25529,                 1.8068,                 1.7826,                 2.6318,              0.0011389,              0.0011389,              0.0011389
                     35,                0.98747,                0.98608,                 1.6698,                0.94746,                  0.375,                0.50215,                0.29903,                 1.6743,                 1.6055,                 2.3965,              0.0011224,              0.0011224,              0.0011224
                     36,                0.95297,                0.92608,                 1.6329,                0.64034,                 0.7125,                0.77319,                0.39906,                 1.3735,                 1.5398,                  2.219,              0.0011059,              0.0011059,              0.0011059
                     37,                0.95867,                0.92935,                 1.6389,                0.62121,                  0.675,                0.74978,                0.39969,                 1.4805,                 1.3137,                  2.315,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.0201,                0.97111,                  1.672,                 0.5287,                0.84464,                0.74641,                 0.3939,                 1.4731,                  1.328,                 2.3251,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.0524,                 1.0438,                 1.6787,                0.63548,                0.59107,                0.68674,                0.35143,                 1.5476,                 1.5634,                 2.3664,              0.0010564,              0.0010564,              0.0010564
                     40,                0.98622,                0.97512,                 1.6834,                0.36661,                0.61786,                0.51655,                 0.3028,                 1.6373,                 1.4766,                 2.4634,              0.0010399,              0.0010399,              0.0010399
                     41,                0.98789,                0.89981,                 1.6615,                0.89448,                  0.375,                0.41713,                0.24842,                 1.8886,                 1.5913,                 2.5831,              0.0010234,              0.0010234,              0.0010234
                     42,                0.93685,                0.87194,                 1.6343,                0.61425,                0.60536,                0.62807,                0.36543,                 1.4887,                 1.4073,                 2.2343,              0.0010069,              0.0010069,              0.0010069
                     43,                0.95537,                0.87961,                 1.6342,                0.59843,                0.74524,                0.65859,                0.34521,                 1.5355,                 1.3537,                 2.2732,             0.00099036,             0.00099036,             0.00099036
                     44,                 0.9736,                0.95102,                 1.6668,                0.42513,                0.53214,                0.45635,                0.25592,                 1.9414,                 1.5686,                 2.5828,             0.00097386,             0.00097386,             0.00097386
                     45,                0.92097,                0.89238,                 1.6085,                0.41026,                   0.75,                0.56861,                0.33261,                 1.5536,                 1.3884,                 2.1975,             0.00095736,             0.00095736,             0.00095736
                     46,                 0.9307,                0.90481,                 1.6349,                0.35062,                0.64286,                0.52994,                0.31815,                 1.4586,                 1.4802,                 2.2628,             0.00094085,             0.00094085,             0.00094085
                     47,                0.92338,                0.86718,                   1.61,                 0.4558,                0.66607,                0.56992,                0.34213,                 1.5471,                 1.4504,                  2.392,             0.00092435,             0.00092435,             0.00092435
                     48,                0.95035,                0.91749,                 1.6527,                0.57283,                0.77321,                0.62531,                0.37277,                 1.5808,                 1.1623,                 2.2803,             0.00090785,             0.00090785,             0.00090785
                     49,                0.92885,                0.83802,                 1.5999,                0.66525,                0.70996,                0.68237,                0.38924,                   1.51,                 1.2117,                 2.2461,             0.00089134,             0.00089134,             0.00089134
                     50,                0.89745,                0.85208,                 1.5982,                0.68964,                0.79643,                0.76989,                0.42286,                   1.39,                  1.142,                 2.2317,             0.00087484,             0.00087484,             0.00087484
                     51,                0.89453,                0.82761,                  1.589,                0.47433,                0.79054,                0.58944,                0.35995,                 1.4913,                  1.153,                 2.3598,             0.00085834,             0.00085834,             0.00085834
                     52,                0.87535,                0.81882,                 1.5769,                0.43301,                0.67679,                  0.571,                 0.3472,                 1.4464,                 1.3854,                 2.2161,             0.00084184,             0.00084184,             0.00084184
                     53,                0.93244,                 0.8679,                 1.6232,                0.48664,                0.83214,                0.61462,                 0.3821,                 1.3767,                 1.2667,                 2.1703,             0.00082533,             0.00082533,             0.00082533
                     54,                0.91904,                0.85833,                 1.6153,                0.57038,                0.75368,                 0.6417,                0.36991,                 1.5796,                 1.1363,                 2.2803,             0.00080883,             0.00080883,             0.00080883
                     55,                 0.8536,                0.79848,                 1.5533,                0.67811,                0.76071,                0.71114,                0.41802,                 1.5018,                  1.067,                 2.2727,             0.00079233,             0.00079233,             0.00079233
                     56,                0.85144,                0.76765,                 1.5747,                0.56314,                0.74821,                0.71872,                0.40655,                 1.4431,                 1.1123,                 2.2294,             0.00077582,             0.00077582,             0.00077582
                     57,                0.86429,                0.76357,                 1.5785,                0.68357,                 0.7859,                0.74249,                0.41201,                 1.4524,                 1.0999,                 2.1703,             0.00075932,             0.00075932,             0.00075932
                     58,                0.86835,                0.78962,                 1.5916,                0.65895,                 0.7375,                 0.7529,                0.39057,                  1.423,                 1.1844,                 2.2845,             0.00074282,             0.00074282,             0.00074282
                     59,                0.86463,                0.78842,                 1.5448,                0.56355,                 0.7375,                 0.6547,                0.40359,                 1.3765,                  1.196,                 2.2744,             0.00072631,             0.00072631,             0.00072631
                     60,                0.83374,                0.78141,                 1.5235,                0.51582,                0.76071,                0.64931,                0.38666,                 1.3838,                 1.2337,                 2.1902,             0.00070981,             0.00070981,             0.00070981
                     61,                0.84024,                0.80305,                 1.5191,                0.59739,                0.77483,                0.68795,                0.38605,                 1.3725,                 1.2139,                 2.1913,             0.00069331,             0.00069331,             0.00069331
                     62,                 0.7542,                0.69893,                 1.4341,                0.52467,                0.68116,                0.63248,                0.37324,                 1.3408,                 1.2896,                 2.1357,              0.0006768,              0.0006768,              0.0006768
                     63,                0.77468,                0.70089,                 1.4781,                0.55847,                    0.7,                0.63859,                0.37768,                 1.3815,                 1.1878,                 2.1577,              0.0006603,              0.0006603,              0.0006603
                     64,                  0.837,                0.74699,                 1.5051,                0.83342,                0.67679,                0.76954,                0.43939,                 1.3525,                 1.1087,                 2.1108,              0.0006438,              0.0006438,              0.0006438
                     65,                0.76012,                0.70158,                 1.4344,                0.72171,                0.80623,                0.81468,                0.46335,                 1.4304,                0.98063,                 2.0821,             0.00062729,             0.00062729,             0.00062729
                     66,                0.80811,                0.71816,                 1.4585,                0.79416,                0.77392,                 0.8191,                0.44601,                 1.4763,                0.95408,                 2.1395,             0.00061079,             0.00061079,             0.00061079
                     67,                0.78913,                0.70352,                 1.4933,                0.73429,                 0.7125,                0.74176,                0.42798,                 1.4625,                0.96624,                 2.1089,             0.00059429,             0.00059429,             0.00059429
                     68,                0.80307,                0.72655,                 1.4917,                0.60152,                0.80864,                0.70027,                0.41945,                 1.4283,                 1.0746,                 2.2782,             0.00057778,             0.00057778,             0.00057778
                     69,                0.80679,                0.70888,                 1.5068,                0.67311,                0.79643,                0.80585,                0.43848,                 1.2915,                 1.0848,                 2.0933,             0.00056128,             0.00056128,             0.00056128
                     70,                0.76996,                0.71764,                 1.4208,                0.61639,                0.83214,                 0.7486,                0.43983,                 1.2954,                 1.0415,                 2.0236,             0.00054478,             0.00054478,             0.00054478
                     71,                0.81766,                0.72242,                 1.4829,                0.62683,                0.80893,                0.78042,                0.44713,                 1.3899,                0.99699,                  2.172,             0.00052827,             0.00052827,             0.00052827
                     72,                0.77109,                0.66844,                 1.4342,                0.63761,                0.80893,                0.71411,                0.42877,                 1.2586,                  1.097,                 2.0847,             0.00051177,             0.00051177,             0.00051177
                     73,                0.76147,                0.67633,                 1.4568,                0.69601,                0.79643,                0.73271,                0.44165,                 1.2083,                 1.1096,                 2.0603,             0.00049527,             0.00049527,             0.00049527
                     74,                0.69009,                0.63924,                 1.3792,                0.69176,                 0.8225,                0.77752,                0.47338,                 1.2523,                 1.0748,                 2.1161,             0.00047876,             0.00047876,             0.00047876
                     75,                0.70989,                0.70499,                 1.4254,                0.69557,                0.79643,                0.80647,                0.46727,                 1.3186,                0.99692,                 2.1719,             0.00046226,             0.00046226,             0.00046226
                     76,                0.73344,                0.63636,                 1.4338,                0.81524,                0.68929,                0.79136,                0.49736,                 1.2486,                0.96096,                 2.1155,             0.00044576,             0.00044576,             0.00044576
                     77,                0.71226,                0.63901,                 1.4066,                0.73355,                0.82028,                0.78853,                0.46707,                 1.3147,                 0.9971,                 2.1968,             0.00042925,             0.00042925,             0.00042925
                     78,                0.75898,                0.68609,                 1.4582,                0.60539,                0.78571,                0.70949,                0.43412,                 1.4275,                 1.0398,                 2.2957,             0.00041275,             0.00041275,             0.00041275
                     79,                0.73232,                0.62953,                 1.4239,                0.74386,                0.67679,                0.75451,                 0.4534,                 1.2796,                0.96163,                 2.0664,             0.00039625,             0.00039625,             0.00039625
                     80,                0.70276,                0.60312,                 1.3992,                0.68854,                0.69225,                0.69541,                0.43143,                 1.3581,                 1.0266,                 2.1498,             0.00037974,             0.00037974,             0.00037974
                     81,                0.70605,                 0.6569,                 1.3916,                0.68706,                 0.7375,                0.70225,                0.43756,                 1.3169,                0.96118,                 2.1527,             0.00036324,             0.00036324,             0.00036324
                     82,                0.77696,                 0.6719,                 1.4547,                0.69961,                0.73054,                0.73493,                0.47041,                 1.3142,                0.93705,                  2.163,             0.00034674,             0.00034674,             0.00034674
                     83,                0.68547,                0.63487,                 1.3714,                 0.6561,                0.74527,                0.74413,                0.46678,                 1.2434,                 0.9373,                 2.0622,             0.00033023,             0.00033023,             0.00033023
                     84,                0.71113,                0.63665,                 1.4073,                0.97276,                0.78913,                 0.8377,                0.48769,                 1.2666,                0.96049,                 2.0804,             0.00031373,             0.00031373,             0.00031373
                     85,                0.70783,                0.61925,                 1.3845,                0.81354,                0.76117,                0.80858,                0.46432,                 1.3258,                0.97865,                 2.2332,             0.00029723,             0.00029723,             0.00029723
                     86,                0.66964,                0.62409,                 1.3624,                0.83761,                 0.6932,                0.77984,                0.48284,                 1.2528,                0.91126,                 2.1957,             0.00028072,             0.00028072,             0.00028072
                     87,                 0.6782,                0.61699,                 1.3704,                0.71606,                 0.7375,                0.73612,                 0.4965,                 1.2183,                0.83498,                 2.1047,             0.00026422,             0.00026422,             0.00026422
                     88,                0.72435,                0.64894,                 1.4429,                0.82241,                0.80893,                0.83054,                0.50337,                 1.2526,                0.82582,                 2.1081,             0.00024772,             0.00024772,             0.00024772
                     89,                0.67225,                0.56964,                 1.3466,                0.75245,                0.83214,                0.76797,                0.48544,                 1.2855,                0.87166,                 2.1488,             0.00023121,             0.00023121,             0.00023121
                     90,                0.68064,                0.60567,                 1.3752,                 0.7363,                0.86266,                0.81739,                0.48385,                 1.2741,                 0.8862,                 2.1553,             0.00021471,             0.00021471,             0.00021471
                     91,                  0.764,                0.67589,                  1.423,                0.70543,                0.73571,                0.74328,                0.48692,                 1.2092,                0.98377,                 2.0823,             0.00019821,             0.00019821,             0.00019821
                     92,                0.71803,                0.62769,                 1.4297,                0.75251,                0.74027,                0.77165,                  0.475,                 1.2893,                0.91086,                 2.2343,              0.0001817,              0.0001817,              0.0001817
                     93,                0.70154,                0.58611,                 1.4137,                0.74293,                0.78393,                0.77089,                0.46644,                 1.3269,                0.84706,                 2.2317,              0.0001652,              0.0001652,              0.0001652
                     94,                0.74262,                0.56791,                 1.4293,                0.79952,                0.81964,                0.83164,                0.50243,                 1.2691,                 0.8497,                 2.1364,              0.0001487,              0.0001487,              0.0001487
                     95,                0.70523,                0.58762,                 1.4003,                0.80253,                0.83134,                0.81751,                 0.5128,                 1.2526,                0.84656,                 2.1297,             0.00013219,             0.00013219,             0.00013219
                     96,                0.65625,                0.54225,                 1.3251,                0.79924,                0.80105,                0.79443,                0.49943,                  1.231,                0.79775,                 2.1497,             0.00011569,             0.00011569,             0.00011569
                     97,                0.68134,                0.54685,                  1.352,                0.81572,                0.86261,                0.84042,                0.50428,                 1.2354,                0.82418,                 2.1737,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.63877,                0.50592,                 1.3416,                0.79892,                0.84446,                0.80969,                0.50807,                 1.1837,                0.84029,                 2.0903,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.68493,                0.57958,                 1.3704,                0.78921,                0.80867,                0.76021,                0.50732,                 1.1563,                0.83427,                 2.0462,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.61991,                0.49345,                 1.3476,                0.77556,                 0.8082,                 0.7826,                0.52691,                 1.1431,                0.81495,                 2.0231,             4.9677e-05,             4.9677e-05,             4.9677e-05
