                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                0.41951,                 0.3362,                0.94919,                0.84506,                0.89286,                0.89634,                0.68966,                 0.8034,                0.55373,                 1.4613,             0.00082533,             0.00082533,             0.00082533
                     54,                0.39142,                0.31117,                0.92844,                0.92686,                0.96429,                0.96798,                0.75166,                0.69389,                0.46984,                 1.3423,             0.00080883,             0.00080883,             0.00080883
                     55,                0.38948,                0.31658,                0.92887,                0.95855,                0.96429,                0.95533,                0.72619,                 0.6931,                0.49887,                  1.318,             0.00079233,             0.00079233,             0.00079233
                     56,                0.38389,                0.32123,                0.93902,                0.85824,                0.92503,                0.90635,                0.67711,                0.72558,                0.53763,                 1.3308,             0.00077582,             0.00077582,             0.00077582
                     57,                0.38945,                 0.3096,                0.93284,                0.80031,                0.85714,                0.84383,                0.69408,                0.72525,                0.50706,                 1.3547,             0.00075932,             0.00075932,             0.00075932
                     58,                0.38932,                0.31491,                0.93451,                0.89071,                0.92857,                0.91191,                0.74006,                0.67794,                0.47357,                 1.3123,             0.00074282,             0.00074282,             0.00074282
                     59,                0.37683,                0.30712,                0.92462,                0.89411,                0.96429,                0.93678,                0.72782,                0.64662,                0.53105,                 1.2847,             0.00072631,             0.00072631,             0.00072631
                     60,                0.38428,                0.31511,                0.93888,                0.91925,                0.96429,                0.93056,                0.73543,                0.69745,                0.48639,                 1.3989,             0.00070981,             0.00070981,             0.00070981
                     61,                 0.3775,                0.30431,                0.92816,                0.87764,                0.78571,                0.84876,                0.67488,                 0.7022,                0.51794,                 1.4015,             0.00069331,             0.00069331,             0.00069331
                     62,                 0.3694,                0.29661,                0.92929,                0.79526,                0.94126,                0.87906,                0.68485,                0.71271,                0.55176,                 1.3264,              0.0006768,              0.0006768,              0.0006768
                     63,                0.35172,                 0.2916,                0.91956,                0.90863,                 0.9135,                0.93465,                0.70779,                0.68626,                0.49129,                 1.3352,              0.0006603,              0.0006603,              0.0006603
                     64,                0.35702,                0.28156,                0.91958,                0.85794,                0.92857,                0.88562,                0.69894,                0.68235,                 0.4834,                 1.3443,              0.0006438,              0.0006438,              0.0006438
                     65,                 0.3612,                0.28501,                 0.9195,                0.92591,                0.92857,                0.94888,                0.76314,                0.64974,                0.40066,                 1.2997,             0.00062729,             0.00062729,             0.00062729
                     66,                0.35796,                0.29501,                0.91478,                0.89679,                0.92857,                0.91865,                0.77254,                0.61424,                0.46299,                 1.2296,             0.00061079,             0.00061079,             0.00061079
                     67,                0.35483,                0.29171,                0.91433,                0.85559,                0.89286,                0.85695,                0.70467,                0.64987,                0.45826,                 1.2673,             0.00059429,             0.00059429,             0.00059429
                     68,                0.34911,                0.27343,                  0.914,                0.92342,                0.92545,                0.93633,                0.77066,                0.63319,                0.41808,                 1.2498,             0.00057778,             0.00057778,             0.00057778
                     69,                0.34583,                0.28029,                0.91879,                0.88002,                0.89056,                0.91242,                0.71185,                0.69873,                 0.4937,                 1.3379,             0.00056128,             0.00056128,             0.00056128
                     70,                0.33048,                0.27407,                0.90537,                0.88828,                0.92857,                0.92281,                0.72522,                0.67568,                0.45112,                 1.3234,             0.00054478,             0.00054478,             0.00054478
                     71,                0.34311,                0.27499,                0.91932,                0.95168,                0.96429,                  0.955,                0.79886,                0.56766,                0.39516,                 1.2172,             0.00052827,             0.00052827,             0.00052827
                     72,                0.32518,                0.26554,                0.90304,                0.95235,                0.89286,                0.92374,                0.74043,                0.64817,                0.51497,                 1.3463,             0.00051177,             0.00051177,             0.00051177
                     73,                0.33098,                0.26936,                0.91094,                0.89179,                0.96429,                0.95559,                0.77795,                0.65812,                0.42431,                 1.2991,             0.00049527,             0.00049527,             0.00049527
                     74,                0.33661,                0.26935,                0.91083,                0.87148,                0.96429,                0.92246,                0.77682,                0.63246,                0.44441,                 1.2584,             0.00047876,             0.00047876,             0.00047876
                     75,                0.32752,                0.26947,                0.91336,                0.92512,                0.96429,                0.95164,                0.78331,                0.62958,                0.41045,                 1.2612,             0.00046226,             0.00046226,             0.00046226
                     76,                0.31427,                0.26535,                0.90797,                0.95813,                0.94985,                0.95464,                 0.7384,                0.65338,                0.42776,                 1.2583,             0.00044576,             0.00044576,             0.00044576
                     77,                0.30914,                0.25584,                0.89804,                0.94747,                0.96429,                0.95655,                0.73572,                0.64377,                0.44936,                  1.258,             0.00042925,             0.00042925,             0.00042925
                     78,                0.32026,                0.25745,                0.90821,                0.89029,                0.92857,                 0.9206,                  0.749,                0.67894,                0.42762,                 1.3075,             0.00041275,             0.00041275,             0.00041275
                     79,                0.30369,                0.24785,                0.90211,                0.91712,                0.92857,                0.92745,                0.73674,                0.70413,                0.43817,                 1.3712,             0.00039625,             0.00039625,             0.00039625
                     80,                0.29891,                0.24211,                0.89788,                0.95057,                0.85714,                0.91898,                0.75152,                 0.6668,                0.43997,                 1.3798,             0.00037974,             0.00037974,             0.00037974
                     81,                0.30083,                0.23736,                 0.8984,                0.91455,                0.92857,                0.94465,                0.79786,                0.56577,                0.40585,                 1.2386,             0.00036324,             0.00036324,             0.00036324
                     82,                 0.2923,                0.23648,                0.89325,                0.94945,                0.96429,                0.98132,                 0.8214,                0.54361,                0.35259,                 1.1799,             0.00034674,             0.00034674,             0.00034674
                     83,                0.29772,                0.24587,                0.89838,                0.92672,                0.96247,                0.97225,                0.80962,                0.52063,                0.35228,                 1.1608,             0.00033023,             0.00033023,             0.00033023
                     84,                0.29303,                0.23897,                0.90125,                0.86313,                0.89379,                0.93307,                0.78688,                0.55368,                0.44227,                 1.1772,             0.00031373,             0.00031373,             0.00031373
                     85,                0.29241,                0.24868,                0.89874,                0.83119,                0.95723,                0.93754,                0.77642,                0.58673,                0.40744,                  1.224,             0.00029723,             0.00029723,             0.00029723
                     86,                0.29368,                0.24137,                0.89698,                0.96174,                0.99803,                0.99267,                0.81878,                0.54272,                0.31663,                 1.1792,             0.00028072,             0.00028072,             0.00028072
                     87,                0.29107,                0.24148,                0.89311,                0.96203,                      1,                  0.995,                0.82657,                0.55828,                0.31022,                 1.1761,             0.00026422,             0.00026422,             0.00026422
                     88,                0.27884,                 0.2363,                0.88864,                0.95166,                      1,                0.98333,                0.83471,                0.54709,                0.32649,                 1.1802,             0.00024772,             0.00024772,             0.00024772
                     89,                0.27304,                0.22915,                0.87809,                0.88347,                      1,                 0.9582,                0.80961,                0.53463,                0.35535,                  1.178,             0.00023121,             0.00023121,             0.00023121
                     90,                0.27117,                0.22445,                0.89019,                0.92969,                      1,                0.98625,                0.84155,                0.50156,                0.30093,                 1.1398,             0.00021471,             0.00021471,             0.00021471
                     91,                0.22347,                0.17908,                0.84434,                0.93119,                      1,                0.98563,                0.81415,                 0.5693,                 0.3314,                 1.1915,             0.00019821,             0.00019821,             0.00019821
                     92,                0.20981,                0.16263,                0.84294,                0.94734,                0.96429,                0.97225,                 0.8043,                0.60004,                0.35437,                 1.2354,              0.0001817,              0.0001817,              0.0001817
                     93,                0.20164,                0.15468,                0.83092,                0.90988,                0.96429,                0.97164,                0.79383,                0.58882,                0.35704,                 1.2553,              0.0001652,              0.0001652,              0.0001652
                     94,                0.19906,                0.15559,                0.83543,                0.92374,                0.92857,                0.95308,                0.76934,                 0.6281,                0.38071,                 1.2934,              0.0001487,              0.0001487,              0.0001487
                     95,                0.19231,                0.15067,                0.83276,                0.88021,                      1,                0.96097,                0.80272,                0.60945,                0.35709,                 1.2608,             0.00013219,             0.00013219,             0.00013219
                     96,                0.18206,                0.14293,                0.83709,                0.95861,                0.96429,                0.98063,                0.83302,                0.53895,                0.33228,                 1.1597,             0.00011569,             0.00011569,             0.00011569
                     97,                0.18659,                0.14198,                0.82641,                0.99708,                 0.9566,                0.98882,                0.82509,                0.55842,                0.33374,                 1.1759,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.19127,                0.14935,                0.83874,                0.95162,                0.96429,                0.98563,                 0.8307,                0.55689,                0.33278,                 1.1776,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.17834,                0.14026,                0.82912,                0.99116,                0.96429,                0.99063,                0.84779,                0.52232,                0.34908,                 1.1506,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.17402,                0.13573,                0.82458,                 0.9594,                0.94294,                0.98329,                0.83417,                0.51393,                0.35053,                 1.1531,             4.9677e-05,             4.9677e-05,             4.9677e-05
